ID;ACCESSION;SOURCE;ORGANISM;AUTHORS;TITLE;Assembly Method;Sequencing Technology;Location/Qualifiers;genotype;organism;mol_type;isolation_source;host;country;note
1995044139;MW355298;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7169;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044135;MW355297;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7226;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044131;MW355296;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7317;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044127;MW355295;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7149;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044123;MW355294;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7232;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044119;MW355293;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7166;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044115;MW355292;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7273;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044111;MW355291;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7291;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044107;MW355290;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7175;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044103;MW355289;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7332;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044099;MW355288;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7252;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044095;MW355287;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7235;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044091;MW355286;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7166;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044087;MW355285;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7384;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044083;MW355284;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7197;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044079;MW355283;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7162;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044075;MW355282;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7165;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044071;MW355281;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7185;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044067;MW355280;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7230;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044063;MW355279;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7165;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044059;MW355278;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7167;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044055;MW355277;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7178;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044051;MW355276;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7322;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044047;MW355275;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7180;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044043;MW355274;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7328;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044039;MW355273;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7163;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044035;MW355272;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7150;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044031;MW355271;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7163;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044027;MW355270;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7184;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044023;MW355269;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7146;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044019;MW355268;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7165;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044015;MW355267;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7238;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044011;MW355266;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7401;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044007;MW355265;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7262;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044003;MW355264;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7233;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043999;MW355263;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7335;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043995;MW355262;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7234;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043991;MW355261;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7166;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043987;MW355260;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7322;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043983;MW355259;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7174;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043979;MW355258;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7173;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043975;MW355257;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7322;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043971;MW355256;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7192;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043967;MW355255;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7286;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043963;MW355254;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7257;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043959;MW355253;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7322;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043955;MW355252;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7175;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043951;MW355251;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7203;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043947;MW355250;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7243;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043943;MW355249;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7288;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043939;MW355248;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7320;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043935;MW355247;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7330;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043931;MW355246;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7202;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043927;MW355245;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7163;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043923;MW355244;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7176;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043919;MW355243;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7194;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043915;MW355242;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7324;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043911;MW355241;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7257;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043907;MW355240;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7247;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043903;MW355239;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7253;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043899;MW355238;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7305;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043895;MW355237;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7201;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043891;MW355236;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7232;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043887;MW355235;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7162;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043883;MW355234;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7191;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043879;MW355233;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7149;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043875;MW355232;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7193;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043871;MW355231;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7163;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043867;MW355230;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7312;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043863;MW355229;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7153;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043859;MW355228;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7320;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043855;MW355227;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7176;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995043851;MW355226;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7230;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
